id,transcript,emo,v,a,d,n
MSP-IMPROV-S01H-F03-P-MF04,McDonald's..,H,4.0,3.2,3.4,4.2
MSP-IMPROV-S01H-F03-P-MF05,then he could rhinestones fire.,H,4.5,2.5,4.0,4.5
MSP-IMPROV-S01H-F03-P-MF06,I think I just talk to me..,H,4.8,2.4,4.0,4.8
MSP-IMPROV-S01H-F03-P-MF07,How can you find out?.,H,4.6,2.6,3.4,3.8
MSP-IMPROV-S01H-F03-S-FM01,Alan great news I got the call..,H,3.4,2.8,3.6,2.6
MSP-IMPROV-S01H-F03-S-FM02,How can I not?.,A,2.6,2.2,3.6,3.8
MSP-IMPROV-S01H-F03-S-FM03,Alan great news I got the call..,H,4.4,2.4,4.0,2.8
MSP-IMPROV-S01H-F03-S-FM04,They called me to tell me that I have been offered the manager position..,H,4.285714,2.714286,3.285714,3.428571
MSP-IMPROV-S01H-F03-S-MF01,"Dude, why it wouldn't..",N,3.571429,3.285714,3.0,4.142857
MSP-IMPROV-S01H-F03-S-MF02,Oh yeah congratulations..,H,3.666667,2.833333,3.166667,3.5
MSP-IMPROV-S01H-F03-S-MF03,"Oh, I mean are you gonna take it..",O,2.875,3.25,2.875,3.625
MSP-IMPROV-S01H-F04-P-FM01,OK..,N,3.6,4.4,3.6,4.4
MSP-IMPROV-S01H-F04-P-FM02,How far you?.,H,4.333333,3.833333,3.666667,4.666667
MSP-IMPROV-S01H-F04-P-FM03,i.,H,5.0,3.0,4.2,5.0
MSP-IMPROV-S01H-F04-P-FM04,Hey..,H,4.833333,3.5,3.833333,4.166667
MSP-IMPROV-S01H-F04-P-FM05,i say.,H,4.8,3.4,3.6,5.0
MSP-IMPROV-S01H-F04-P-FM06,i guess i say to oneglia .,H,4.2,3.6,3.2,4.4
MSP-IMPROV-S01H-F04-P-FM07,is our set.,H,4.8,2.4,4.2,4.6
MSP-IMPROV-S01H-F04-P-FM08,and in the.,H,4.2,3.4,3.4,4.6
MSP-IMPROV-S01H-F04-P-MF01,i guess.,H,4.2,3.2,3.4,3.2
MSP-IMPROV-S01H-F04-S-FM01,a guess remember that job i was applying for.,H,4.875,2.0,3.875,4.0
MSP-IMPROV-S01H-F04-S-FM02,Hey..,H,4.4,3.4,3.4,4.2
MSP-IMPROV-S01H-F04-S-FM03,"Yeah, I got it..",H,5.0,1.8,4.4,4.2
MSP-IMPROV-S01H-F04-S-FM04,Hey..,H,4.4,2.4,3.8,3.6
MSP-IMPROV-S01H-F04-S-FM05,"Yeah, I did..",H,5.0,2.0,4.2,4.8
MSP-IMPROV-S01H-F04-S-MF01,Hey..,H,3.5,3.5,3.0,3.333333
MSP-IMPROV-S01H-F04-S-MF02,That's awesome are you gonna take it..,H,4.2,2.4,3.6,3.4
MSP-IMPROV-S01H-F05-P-FM03,a.,H,4.8,3.2,4.0,4.6
MSP-IMPROV-S01H-F05-S-FM01,"The research lab called me back and they said, I got the job..",H,4.8,2.4,3.6,3.6
MSP-IMPROV-S01H-F05-S-FM02,Yeah..,H,4.8,2.4,4.2,4.2
MSP-IMPROV-S01H-F05-S-MF01,All that's awesome are you gonna accept the job..,H,5.0,1.666667,4.5,4.5
MSP-IMPROV-S01H-M01-P-FM01,"Oh, no way it's awesome. I gotta take it..",H,4.0,3.6,3.0,2.4
MSP-IMPROV-S01H-M01-S-FM01,What no way are you to take it?.,H,3.8,2.8,3.4,3.6
MSP-IMPROV-S01H-M01-S-FM02,That's awesome..,H,4.0,2.8,3.8,3.6
MSP-IMPROV-S01H-M01-S-MF01,You know what I certainly did..,N,3.4,3.4,3.4,4.0
MSP-IMPROV-S01H-M01-S-MF02,I got the job..,H,4.6,3.6,3.0,3.0
MSP-IMPROV-S01H-M01-S-MF03,It's gonna be great..,H,4.4,3.4,3.8,3.4
MSP-IMPROV-S01H-M01-S-MF04,Working with anime all the time to be awesome..,H,4.714286,2.142857,4.0,4.0
MSP-IMPROV-S01H-M02-P-FM01,"Yeah, getting..",H,3.4,3.2,2.8,4.2
MSP-IMPROV-S01H-M02-P-FM02,chop a.,H,3.8,4.0,3.6,4.4
MSP-IMPROV-S01H-M02-P-MF01,Meaning..,X,2.833333,3.166667,3.833333,4.0
MSP-IMPROV-S01H-M02-S-FM01,Really for awhile you can accept..,H,3.8,2.6,3.8,3.2
MSP-IMPROV-S01H-M02-S-FM02,"Yeah, I guess my question was pretty stupid if you were talking about it for awhile..",X,2.571429,3.714286,2.857143,3.857143
MSP-IMPROV-S01H-M02-S-FM03,"Really, oh, wow, you gonna accept it..",H,4.333333,3.166667,4.0,3.333333
MSP-IMPROV-S01H-M02-S-MF01,"Yeah, I totally did..",H,3.4,3.0,3.8,3.8
MSP-IMPROV-S01H-M03-P-FM01,"Gotta couple times, I don't have it like that, Babe, Babe..",H,3.8,3.0,3.6,4.8
MSP-IMPROV-S01H-M03-P-MF01,Right right..,H,4.4,4.2,4.2,4.4
MSP-IMPROV-S01H-M03-P-MF02,At the office..,H,4.4,4.0,3.8,4.2
MSP-IMPROV-S01H-M03-P-MF03,McDonald's yeah..,H,4.5,3.5,3.833333,4.0
MSP-IMPROV-S01H-M03-P-MF04,Cool. I'm calling you up?.,H,4.4,4.2,3.8,4.4
MSP-IMPROV-S01H-M03-S-FM01,What will without having a call?.,O,3.4,3.0,3.2,4.4
MSP-IMPROV-S01H-M03-S-FM02,i i i take.,H,4.2,3.8,3.8,4.4
MSP-IMPROV-S01H-M03-S-FM03,Will call?.,N,2.375,2.5,3.125,2.75
MSP-IMPROV-S01H-M03-S-FM04,"Well, nice, sweet thank you..",H,4.2,3.8,4.2,4.0
MSP-IMPROV-S01H-M03-S-MF01,Good good..,X,3.4,2.6,3.2,3.4
MSP-IMPROV-S01H-M03-S-MF02,I just got a phone call. I just got the position you know it's all about..McDonald's..,H,4.0,3.8,3.2,3.6
MSP-IMPROV-S01H-M03-S-MF03,"Yes, it is today just called I get me office..",X,4.0,4.0,3.2,3.4
MSP-IMPROV-S01H-M04-P-FM01,No sorry I was eating Ah..,H,4.222222,4.0,3.5,4.777778
MSP-IMPROV-S01H-M04-P-FM02,New Target Center system blank face with no idea what we're doing..,H,2.6,2.8,3.6,4.2
MSP-IMPROV-S01H-M04-P-FM03,"Right now, I think I'm here..",H,4.6,3.8,4.0,4.6
MSP-IMPROV-S01H-M04-P-FM04,"Oh, sorry I'm still..",X,3.6,3.4,3.4,4.2
MSP-IMPROV-S01H-M04-P-FM05,"OK, OK, it's not your fault..",H,2.625,3.0,3.0,3.125
MSP-IMPROV-S01H-M04-P-MF01,Guess what I just heard today..,X,3.714286,3.285714,3.285714,3.142857
MSP-IMPROV-S01H-M04-S-FM01,"Oh yeah, how that goes you get it..",N,3.4,3.4,3.6,4.4
MSP-IMPROV-S01H-M04-S-MF01,Guess who I just got a call from..,H,4.2,2.4,3.8,4.0
MSP-IMPROV-S01H-M04-S-MF02,It's not company I don't want to be heard from they offered me the job..,H,4.4,2.4,4.4,3.2
MSP-IMPROV-S01H-M05-P-FM01,Putting stuff..,H,4.8,2.8,3.0,2.8
MSP-IMPROV-S01H-M05-S-FM01,"For L Jorgensen, putting making..",N,3.2,3.8,3.6,3.4
MSP-IMPROV-S01H-M05-S-FM02,No way I'm gonna take the job..,H,4.4,2.6,4.4,4.2
MSP-IMPROV-S01H-M05-S-MF01,Call from Sawgrass and they told you wanna hire me..,H,4.5,2.666667,3.666667,3.666667
MSP-IMPROV-S01N-F01-P-FM01,and he on the ready.,H,3.6,4.0,3.2,4.0
MSP-IMPROV-S01N-F01-P-FM02,the neutral.,H,4.2,3.8,3.8,4.6
MSP-IMPROV-S01N-F01-P-FM03,It's a little excited..,X,3.8,2.8,3.0,4.8
MSP-IMPROV-S01N-F01-S-FM01,"No, it's my favorite candy..",H,2.8,3.2,3.0,4.0
MSP-IMPROV-S01N-F01-S-FM02,so exciting as.,H,3.6,3.8,2.4,3.2
MSP-IMPROV-S01N-F01-S-FM03,They are my favorite..,X,2.714286,4.142857,2.571429,3.428571
MSP-IMPROV-S01N-F01-S-FM04,with ergane yea.,N,3.0,4.4,2.2,4.0
MSP-IMPROV-S01N-F01-S-MF01,Do you have so many gummy worms in your shopping basket?.,N,3.4,3.6,3.8,4.6
MSP-IMPROV-S01N-F01-S-MF02,You have that coupon are you gonna use it..,H,4.4,3.0,3.4,4.2
MSP-IMPROV-S01N-F01-S-MF03,ah then we were to bite.,H,4.4,3.4,4.0,3.8
MSP-IMPROV-S01N-F02-P-FM01,a.,N,3.333333,3.833333,2.5,4.333333
MSP-IMPROV-S01N-F02-P-MF01,ya a a allaster yes i could on your right.,N,3.166667,4.333333,2.833333,3.333333
MSP-IMPROV-S01N-F02-S-FM01,Such a great deal..,X,2.8,3.8,3.2,3.4
MSP-IMPROV-S01N-F02-S-MF01,"Hey, you're gonna get a lot of stuff for Uni Zakuani blood..",N,3.6,3.4,3.8,3.2
MSP-IMPROV-S01N-F02-S-MF02,"Hey, you got lost up there use that coupon you but..",H,3.6,4.0,3.2,3.8
MSP-IMPROV-S01N-F03-P-FM01,"Only teasing I swear I hate..OK, cool..",H,4.6,3.2,4.2,4.8
MSP-IMPROV-S01N-F03-P-FM02,"You have the coupon, but you asked if I'm going to using coupons..",H,4.2,3.6,3.2,3.6
MSP-IMPROV-S01N-F03-P-FM03,"Oh, no, I have coupons you like Hey, bro, you got your coupons..Coupons..Call when I'm right..",H,4.6,2.8,4.2,4.8
MSP-IMPROV-S01N-F03-P-MF01,the rocket this lucid.,N,3.6,4.2,2.4,3.8
MSP-IMPROV-S01N-F03-P-MF02,Not a problem..,N,3.2,3.4,3.2,3.2
MSP-IMPROV-S01N-F03-P-MF03,OK..Cool..,N,3.0,4.5,2.666667,4.5
MSP-IMPROV-S01N-F03-P-MF04,Yeah would happen to it that's fine..,N,2.714286,4.714286,2.571429,4.428571
MSP-IMPROV-S01N-F03-P-MF05,"Any person, a right..",N,2.857143,3.714286,3.285714,4.0
MSP-IMPROV-S01N-F03-S-FM01,"Hey, are you check out let's go on that..",N,2.8,4.0,3.0,4.2
MSP-IMPROV-S01N-F03-S-FM02,I think so..,N,2.8,4.2,3.0,3.8
MSP-IMPROV-S01N-F03-S-FM03,"Oh yeah, definitely I didn't bother with me..",N,3.285714,2.714286,3.571429,3.857143
MSP-IMPROV-S01N-F03-S-MF01,"Alright, man, yeah, we gotta go check out I gotta lotta stuff there..",N,2.6,3.0,2.8,2.4
MSP-IMPROV-S01N-F03-S-MF02,I did I do you plan on using them?.,X,2.333333,4.0,3.0,3.5
MSP-IMPROV-S01N-F04-S-FM01,"Oh yeah, I forgot about that..",N,3.2,4.2,3.6,4.0
MSP-IMPROV-S01N-F04-S-FM02,I figured that..,N,3.0,4.6,2.8,3.8
MSP-IMPROV-S01N-F04-S-MF01,"Casey got the eggs and milk. Oh, and you have to keep on..",N,3.4,4.4,4.2,4.2
MSP-IMPROV-S01N-F05-P-FM01,I know it was never there anyway..,S,2.6,4.0,3.0,3.8
MSP-IMPROV-S01N-F05-S-FM01,"Yeah, we really are..",N,3.0,4.4,3.0,3.8
MSP-IMPROV-S01N-F05-S-MF01,Hey do you have a coupon for that toilet paper you have a shopping cart?.,O,3.0,3.6,3.4,3.2
MSP-IMPROV-S01N-F05-S-MF02,Are you gonna eat that?.,N,2.833333,3.666667,3.333333,4.0
MSP-IMPROV-S01N-F05-S-MF03,"Well, it's a good thing we're finally buying groceries weird. I'm using Kleenex toilet paper..",N,2.6,4.0,3.2,4.0
MSP-IMPROV-S01N-F05-S-MF04,Thank you have a coupon..,O,3.0,3.6,3.6,3.6
MSP-IMPROV-S01N-F05-S-MF05,You gonna use it..,H,3.6,3.2,3.6,4.8
MSP-IMPROV-S01N-M01-P-FM01,Gummy worms..,H,4.333333,3.833333,3.5,4.333333
MSP-IMPROV-S01N-M01-P-FM02,o i see it she promptly you with the coupon right.,N,3.0,4.4,3.0,4.0
MSP-IMPROV-S01N-M01-P-FM03,Maybe you happy..,N,3.4,4.2,2.2,4.2
MSP-IMPROV-S01N-M01-S-FM01,How many sure a lot of gummy worms don't you?.,N,2.8,3.2,2.8,2.8
MSP-IMPROV-S01N-M01-S-FM02,"Yeah, I mean are you need your coupon to get some more..",N,3.6,4.4,3.0,3.8
MSP-IMPROV-S01N-M01-S-FM03,Gummy worms are the best..,N,3.2,4.0,2.8,3.2
MSP-IMPROV-S01N-M01-S-FM04,How many gummy worms?.,N,3.0,3.4,2.6,3.0
MSP-IMPROV-S01N-M01-S-FM05,"Yeah, you got a coupon for moritani use it..",N,2.4,4.4,3.0,3.6
MSP-IMPROV-S01N-M01-S-FM06,How is good for more right now?.How can I not?.,N,3.0,4.571429,2.714286,3.714286
MSP-IMPROV-S01N-M01-S-MF01,"Yeah, I think that, too many..",N,2.8,4.8,2.8,4.6
MSP-IMPROV-S01N-M01-S-MF02,"I mean, the more the merrier right..",N,3.2,4.6,2.2,3.2
MSP-IMPROV-S01N-M02-P-MF01,i ran out.,N,3.2,4.2,3.0,3.6
MSP-IMPROV-S01N-M02-S-FM01,OK bye love stuff..,N,3.2,4.4,2.2,2.6
MSP-IMPROV-S01N-M02-S-MF01,"Yeah, how could I not..",N,2.8,3.8,2.6,1.6
MSP-IMPROV-S01N-M03-P-FM01,I have a coupon..,N,3.2,4.2,3.0,4.2
MSP-IMPROV-S01N-M03-P-FM02,I retire..Yeah..,H,3.8,3.2,3.2,3.4
MSP-IMPROV-S01N-M03-S-FM01,"Yeah, yeah, we got everything..",N,3.142857,4.714286,2.714286,4.714286
MSP-IMPROV-S01N-M03-S-FM02,Weather coupon..,N,2.8,4.4,3.6,4.6
MSP-IMPROV-S01N-M03-S-FM03,Gonna make sure to use it..,N,3.0,4.6,2.6,4.6
MSP-IMPROV-S01N-M03-S-MF01,You are..,N,3.0,4.6,2.2,3.0
MSP-IMPROV-S01N-M03-S-MF02,"Yeah, yeah, I think..How did you mean the coupon?.",N,2.857143,4.0,2.571429,3.714286
MSP-IMPROV-S01N-M04-P-MF01,not.,N,2.8,4.2,2.8,3.4
MSP-IMPROV-S01N-M04-S-FM01,"Listen before you check out I remember that, you have a coupon don't you?.",N,3.0,4.0,3.6,3.2
MSP-IMPROV-S01N-M04-S-MF01,"Oh, I almost forgot to use the coupons..",N,3.2,4.8,2.8,3.8
MSP-IMPROV-S01N-M05-P-FM01,"Little balls, Mr. Microphone..",N,3.2,4.0,3.2,4.4
MSP-IMPROV-S01N-M05-P-FM02,"Oh, OK, I was like what?.",H,3.6,3.8,3.0,4.0
MSP-IMPROV-S01N-M05-S-FM01,"Good morning, groceries like milk and meat and all of food products of our house..",N,3.2,3.4,3.8,3.6
MSP-IMPROV-S01N-M05-S-FM02,i gunnislake pale.,N,2.6,3.6,3.0,3.4
MSP-IMPROV-S01N-M05-S-MF01,I think I brought it with me..,N,2.8,3.8,3.2,4.4
MSP-IMPROV-S01N-M05-S-MF02,How do I not?.,H,4.6,3.2,4.0,4.0
MSP-IMPROV-S01N-M05-S-MF03,"Yeah, I just about enough money to pay for everything..",X,2.4,4.2,3.2,4.4
MSP-IMPROV-S01N-M05-S-MF04,"Yeah, my pocket somewhere..",N,2.8,3.8,2.8,4.0
MSP-IMPROV-S01S-F01-P-FM01,Housing all of the problem..,N,2.857143,3.714286,2.428571,4.428571
MSP-IMPROV-S01S-F01-P-FM02,say i just got my middenstead.,N,3.4,3.2,3.2,3.2
MSP-IMPROV-S01S-F01-P-MF01,oh .,H,3.8,3.8,2.8,4.0
MSP-IMPROV-S01S-F01-P-MF02,she is sad.,H,3.6,3.2,2.4,3.8
MSP-IMPROV-S01S-F01-P-MF03,"Tutoring yeah, you don't have to go home early..",N,3.0,4.0,2.6,4.2
MSP-IMPROV-S01S-F01-P-MF04,OK. Yeah..Don't worry there's so many things are you wearing..You are you wearing..,N,2.857143,4.428571,2.428571,2.428571
MSP-IMPROV-S01S-F01-S-FM01,My mid term grades back did you get yours?.,S,2.2,3.0,3.0,2.0
MSP-IMPROV-S01S-F01-S-FM02,Failing everything I think I'm gonna have to drop out. I don't know..,S,1.166667,2.0,2.333333,3.333333
MSP-IMPROV-S01S-F01-S-FM03,Not so bad..,S,1.666667,3.333333,3.0,2.666667
MSP-IMPROV-S01S-F01-S-MF01,"No, I mean?.",N,2.8,3.6,3.0,3.8
MSP-IMPROV-S01S-F01-S-MF02,Good maybe next time..,S,2.5,4.166667,2.833333,2.5
MSP-IMPROV-S01S-F01-S-MF03,"I mean, I know I know you're worried but you don't have to drop out don't be hasty..",O,2.0,3.666667,2.833333,4.666667
MSP-IMPROV-S01S-F01-S-MF04,I'll I'll tell you in chemistry later..,N,2.6,4.2,3.0,3.8
MSP-IMPROV-S01S-F01-S-MF05,"Oh, well..",S,2.2,4.6,2.6,3.4
MSP-IMPROV-S01S-F01-S-MF06,"Oh, no..I mean, you can get some tutoring don't worry you'll be OK..",S,2.666667,3.166667,3.5,3.833333
MSP-IMPROV-S01S-F02-P-FM01,yes imply on stately stress before.,N,3.0,4.6,3.2,3.8
MSP-IMPROV-S01S-F02-P-MF01,"I hate you..Really, like you..Go back home..",N,3.2,4.2,3.2,4.2
MSP-IMPROV-S01S-F02-P-MF02,i have how.,H,4.333333,3.5,3.333333,4.333333
MSP-IMPROV-S01S-F02-S-FM01,I've been really stressed lately. I haven't had enough time to study. I barely sleep. I'm feeling all my classes. I think I think I'm gonna have to drop out and go home..,X,2.6,3.2,2.4,4.0
MSP-IMPROV-S01S-F02-S-MF01,"You don't have to go home. You can just use your resources on campus and stuff, you really just don't have to give up now..",N,3.8,4.0,3.4,4.0
MSP-IMPROV-S01S-F02-S-MF02,Do it..,H,3.8,3.6,3.2,3.6
MSP-IMPROV-S01S-F03-P-FM01,Give me sad..OK..,S,1.8,3.8,3.2,2.2
MSP-IMPROV-S01S-F03-P-FM02,That's right you got it..Like you don't have to whatever I like..,N,2.6,3.8,3.4,4.0
MSP-IMPROV-S01S-F03-P-MF01,at.,X,3.666667,4.0,2.333333,4.0
MSP-IMPROV-S01S-F03-P-MF02,The Silver Patrick to be sad right OK just making sure..,X,3.4,3.6,3.4,3.2
MSP-IMPROV-S01S-F03-P-MF03,Odaka home Patrick..,S,1.833333,4.5,2.5,2.833333
MSP-IMPROV-S01S-F03-P-MF04,"Cool, off..Hey Alan are you OK man..",H,3.4,3.2,2.8,3.0
MSP-IMPROV-S01S-F03-P-MF05,"No, I mean?.",N,2.6,3.8,2.8,4.2
MSP-IMPROV-S01S-F03-P-MF06,"Oh, no no, I'm sure you'll figure it out. You really don't have to move back home..",S,2.2,3.6,3.2,3.8
MSP-IMPROV-S01S-F03-P-MF07,the thinker a la.,N,3.0,4.0,3.0,3.8
MSP-IMPROV-S01S-F03-P-MF08,long.,S,1.4,3.0,3.0,4.2
MSP-IMPROV-S01S-F03-P-MF09,We not doing well at the first time I apologize..,N,3.0,3.6,3.2,4.4
MSP-IMPROV-S01S-F03-P-MF10,Right now your personates..Are you feeling are you man?.,N,3.6,3.2,4.0,4.2
MSP-IMPROV-S01S-F03-P-MF11,"Yeah, we're switching over..",N,3.166667,3.833333,3.833333,4.666667
MSP-IMPROV-S01S-F03-P-MF12,Call..,N,3.5,4.0,2.833333,4.166667
MSP-IMPROV-S01S-F03-P-MF13,Can you are right?.,H,4.0,2.6,3.0,3.6
MSP-IMPROV-S01S-F03-S-FM01,I know little bit of this little bit of that I've been studying a lot coz. I'm not doing so well in my classes..,S,2.0,4.2,2.4,4.4
MSP-IMPROV-S01S-F03-S-FM02,I just got a lot going on so hard classes in about now it's looking like I'm gonna flunk out after with home..,S,1.4,3.6,2.6,2.8
MSP-IMPROV-S01S-F03-S-FM03,You know same old same old just working really h*** ** these classes but I'm just can't get it together..,S,1.714286,3.857143,2.571429,4.428571
MSP-IMPROV-S01S-F03-S-FM04,Just..,S,2.142857,4.285714,2.428571,3.857143
MSP-IMPROV-S01S-F03-S-FM05,"I guess so but look at this moment, it's looking like I'm might f*** out have to move on with my family..",S,1.666667,3.333333,2.833333,4.333333
MSP-IMPROV-S01S-F03-S-MF01,Hey Alan are you OK..,X,2.4,3.6,3.6,2.6
MSP-IMPROV-S01S-F03-S-MF02,"Oh, I'm sorry to hear that..",S,2.2,4.0,2.6,3.4
MSP-IMPROV-S01S-F03-S-MF03,What not know I'm sure I'm sure get together you won't have to do that?.,N,2.8,3.4,3.0,4.0
MSP-IMPROV-S01S-F03-S-MF04,"Hey, I island you came in..",O,2.6,3.4,3.2,4.8
MSP-IMPROV-S01S-F03-S-MF05,I'm sorry to hear that..,S,1.9,3.3,3.0,4.5
MSP-IMPROV-S01S-F03-S-MF06,What no no I'm sure you won't have to do that?.,X,4.4,2.8,3.8,3.6
MSP-IMPROV-S01S-F04-P-FM01,i was a soul yet i am.,N,3.4,3.8,3.2,4.2
MSP-IMPROV-S01S-F04-P-MF01,I'm driving..,H,3.8,3.6,3.0,4.4
MSP-IMPROV-S01S-F04-P-MF02,OK..,N,3.4,4.6,2.2,4.4
MSP-IMPROV-S01S-F04-S-FM01,But I've already felt like my transcript looks bad. I'm not gonna get a job. I don't see about going back to school..,S,1.4,4.0,1.8,2.8
MSP-IMPROV-S01S-F04-S-MF01,"Hey look, it's no big problem. Just you know, let me for the next test and you know just..",N,3.166667,4.333333,2.166667,3.666667
MSP-IMPROV-S01S-F04-S-MF02,"Look it's no big deal. I mean, I know it was hard at first. But just keep on working. I'm sure you'll be able to get your grades back up..",N,4.0,4.2,3.8,3.8
MSP-IMPROV-S01S-F04-S-MF03,"I don't think started out bad, but I'm sure you can pick up your grades and you'll be able to stay just keep on studying..",N,3.166667,4.333333,2.333333,3.5
MSP-IMPROV-S01S-F05-P-FM01,now.,N,2.6,4.8,1.8,3.6
MSP-IMPROV-S01S-F05-S-FM01,How can I not?.So I like that my GPA and the highest I can possibly make this semester is 1.6..,S,2.0,3.8,2.0,3.2
MSP-IMPROV-S01S-F05-S-FM02,"No, I haven't I mean, I've been going to some classes but I've also been staying in my room, a lot and so I'm gonna have to go back home and..I guess..",S,2.0,3.8,2.4,2.8
MSP-IMPROV-S01S-F05-S-MF01,"I mean, I'm sure we can work something out. I need your Welcome to crash on my couch..",N,2.5,3.833333,3.0,3.333333
MSP-IMPROV-S01S-F05-S-MF02,"Well, I mean, maybe we can find another way..",N,2.8,3.4,2.4,2.2
MSP-IMPROV-S01S-F05-S-MF03,So you just gonna go home to your family..,S,2.4,3.4,3.4,3.8
MSP-IMPROV-S01S-M01-P-MF01,"I guess I would be confiding in you telling you that you know, I'm not doing so well. I'm feeling my classes. I'm at the drop out and go home and you try again try to be a bit reassuring know you'll be fine, you know schools..",N,2.3,3.3,3.4,3.9
MSP-IMPROV-S01S-M01-P-MF02,I think will it in for me to say how can I not? I think I need to be like? How can I not be worried about let you know my situation so I guess..,N,2.4,4.0,2.6,3.6
MSP-IMPROV-S01S-M01-P-MF03,"Yeah, I'm trying to think of what you could say that..",N,3.0,4.6,2.4,3.8
MSP-IMPROV-S01S-M01-P-MF04,Sorry and then I can say how can I not?.,N,2.5,4.166667,2.333333,4.333333
MSP-IMPROV-S01S-M01-S-FM01,"Yeah, I did pretty well what about you..",X,3.2,4.2,3.0,2.8
MSP-IMPROV-S01S-M01-S-FM02,Why it don't worry about it? I'm sure everything will be fine?.,N,3.0,4.0,3.5,4.333333
MSP-IMPROV-S01S-M01-S-FM03,"I'll try and help you, however, I can..",N,2.6,4.2,2.6,4.0
MSP-IMPROV-S01S-M01-S-MF01,I'm having a real tough time I'm doing terrible in my classes..,S,2.0,4.0,3.2,3.2
MSP-IMPROV-S01S-M01-S-MF02,"No, I mean, I guess I could I guess I could go look, but I'm so far behind everything..",S,2.0,4.4,2.6,4.4
MSP-IMPROV-S01S-M01-S-MF03,I'd really appreciate any help you can give me..,N,3.166667,4.0,3.5,4.333333
MSP-IMPROV-S01S-M01-S-MF04,I'm doing so terrible my classes..,S,1.7,3.3,2.2,3.7
MSP-IMPROV-S01S-M01-S-MF05,Doing terrible feeling so my classes and I had to drop out..,S,1.6,3.6,2.8,2.8
MSP-IMPROV-S01S-M01-S-MF06,"I mean, I'm gonna fail, I might have to go home..",S,1.833333,3.0,3.0,2.5
MSP-IMPROV-S01S-M02-P-FM01,Practice hard work dedication..Please..,N,2.8,2.8,2.6,2.6
MSP-IMPROV-S01S-M02-S-FM01,"Tell you something about that mean?.Blacksill of it, I don't think you have to go home..",N,3.0,5.0,2.6,4.4
MSP-IMPROV-S01S-M02-S-MF01,Hello everything is just bad. I just I'm not feeling. None of my classes are going good on my professor suck its just I'm not having a good time..,A,1.6,2.2,4.0,2.4
MSP-IMPROV-S01S-M03-P-FM01,Practice hard work dedication..Please..,N,2.6,4.6,1.8,4.4
MSP-IMPROV-S01S-M03-P-MF01,a.,H,3.4,4.4,3.0,4.8
MSP-IMPROV-S01S-M03-P-MF02,and.,H,3.6,4.2,3.2,3.8
MSP-IMPROV-S01S-M03-P-MF03,"Yeah, I don't know I'm just not going to know..",S,1.8,4.0,3.0,3.4
MSP-IMPROV-S01S-M03-P-MF04,"Yeah, and I'm really been doing very well. I'm at the go back with her parents..",S,2.8,3.6,2.8,3.0
MSP-IMPROV-S01S-M03-P-MF05,How can I not?.,N,2.6,4.0,3.0,4.0
MSP-IMPROV-S01S-M03-P-MF06,and the baron been.,H,4.0,3.6,3.0,3.4
MSP-IMPROV-S01S-M03-P-MF07,i can i not.,N,3.0,4.0,3.2,4.0
MSP-IMPROV-S01S-M03-S-FM01,Hey man what are you been up to?.,N,3.285714,4.571429,2.285714,3.285714
MSP-IMPROV-S01S-M03-S-FM02,No what was going on..,N,2.833333,4.666667,2.666667,3.0
MSP-IMPROV-S01S-M03-S-FM03,Are you sorry I mean? Can you just work with?.,N,2.2,3.6,2.6,3.8
MSP-IMPROV-S01S-M03-S-FM04,Hey man what's up?.,N,3.0,4.2,3.6,4.4
MSP-IMPROV-S01S-M03-S-FM05,You're right..,N,2.4,4.0,3.0,4.0
MSP-IMPROV-S01S-M03-S-FM06,What's going on?.,N,3.0,4.666667,3.0,4.666667
MSP-IMPROV-S01S-M03-S-FM07,Alright..,N,3.0,3.8,2.8,3.6
MSP-IMPROV-S01S-M03-S-FM08,You can do it..Will be fine?.,N,3.2,4.4,3.4,4.0
MSP-IMPROV-S01S-M03-S-MF01,"Yeah, it's not going that well, you know, my classes..",S,1.666667,4.666667,2.833333,4.166667
MSP-IMPROV-S01S-M03-S-MF02,"Yeah, yeah, I just I'm at..",X,2.333333,4.5,2.166667,3.5
MSP-IMPROV-S01S-M03-S-MF03,"Yeah, I'm doing alright..",S,1.6,4.2,2.2,3.4
MSP-IMPROV-S01S-M03-S-MF04,"Yeah, I don't mean this the way it's going right now, I'm I have to drop out..",S,1.833333,4.0,3.0,4.5
MSP-IMPROV-S01S-M04-P-FM01,Same thing as last time I guess..,N,3.0,4.666667,2.666667,4.166667
MSP-IMPROV-S01S-M04-P-FM02,"OK, um, it's the same as always just kidding. Sorry..OK..",N,3.125,3.875,3.0,3.75
MSP-IMPROV-S01S-M04-P-MF01,for.,H,4.0,3.4,3.2,4.0
MSP-IMPROV-S01S-M04-P-MF02,I'm sorry..,N,3.2,4.2,3.2,4.6
MSP-IMPROV-S01S-M04-S-FM01,"Listen it's OK tons of people live with their parents at home. It's perfectly fine. I mean, you just have a little trouble and you can go back later if you want..",N,3.833333,4.0,3.5,4.0
MSP-IMPROV-S01S-M04-S-MF01,"Listen, I'm feeling all of my classes. My transcript looks awful. I don't wanna have to go back home, but how can I not?.",S,1.4,2.6,3.2,2.8
MSP-IMPROV-S01S-M04-S-MF02,Migraines are awful my transcripts horrible I don't wanna have to go back home but..,S,1.6,3.4,3.4,3.8
MSP-IMPROV-S01S-M05-S-FM01,We are you going back to classes and do your homework..,N,2.4,4.0,3.4,3.8
